To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

05A105--S.F. Stillaguamish R. @ Jordan Rd. Bridge

DATE         TIME    FLOW (cfs)   QUALITY
----------   -----   ----------   -------
10/01/2007   00:00         3090         1
10/01/2007   00:15         3060         1
10/01/2007   00:30         3020         1
10/01/2007   00:45         3040         1
10/01/2007   01:00         3070         1
10/01/2007   01:15         3190         1
10/01/2007   01:30         3190         1
10/01/2007   01:45         3240         1
10/01/2007   02:00         3300         1
10/01/2007   02:15         3250         1
10/01/2007   02:30         3190         1
10/01/2007   02:45         3420         1
10/01/2007   03:00         3350         1
10/01/2007   03:15         3390         1
10/01/2007   03:30         3460         1
10/01/2007   03:45         3440         1
10/01/2007   04:00         3470         1
10/01/2007   04:15         3670         1
10/01/2007   04:30         3720         1
10/01/2007   04:45         3770         1
10/01/2007   05:00         3700         1
10/01/2007   05:15         3740         1
10/01/2007   05:30         3860         1
10/01/2007   05:45         3800         1
10/01/2007   06:00         3890         1
10/01/2007   06:15         3840         1
10/01/2007   06:30         3890         1
10/01/2007   06:45         3870         1
10/01/2007   07:00         3980         1
10/01/2007   07:15         3910         1
10/01/2007   07:30         4030         1
10/01/2007   07:45         4100         1
10/01/2007   08:00         4030         1
10/01/2007   08:15         4200         1
10/01/2007   08:30         4140         1
10/01/2007   08:45         4000         1
10/01/2007   09:00         3960         1
10/01/2007   09:15         4030         1
10/01/2007   09:30         3870         1
10/01/2007   09:45         3910         1
10/01/2007   10:00         3860         1
10/01/2007   10:15         3840         1
10/01/2007   10:30         3800         1
10/01/2007   10:45         3820         1
10/01/2007   11:00         3770         1
10/01/2007   11:15         3790         1
10/01/2007   11:30         3800         1
10/01/2007   11:45         3700         1
10/01/2007   12:00         3750         1
10/01/2007   12:15         3650         1
10/01/2007   12:30         3650         1
10/01/2007   12:45         3550         1
10/01/2007   13:00         3550         1
10/01/2007   13:15         3490         1
10/01/2007   13:30         3440         1
10/01/2007   13:45         3350         1
10/01/2007   14:00         3260         1
10/01/2007   14:15         3250         1
10/01/2007   14:30         3210         1
10/01/2007   14:45         3130         1
10/01/2007   15:00         3180         1
10/01/2007   15:15         3110         1
10/01/2007   15:30         3030         1
10/01/2007   15:45         3030         1
10/01/2007   16:00         2980         1
10/01/2007   16:15         2980         1
10/01/2007   16:30         2860         1
10/01/2007   16:45         2830         1
10/01/2007   17:00         2800         1
10/01/2007   17:15         2790         1
10/01/2007   17:30         2800         1
10/01/2007   17:45         2720         1
10/01/2007   18:00         2740         1
10/01/2007   18:15         2710         1
10/01/2007   18:30         2720         1
10/01/2007   18:45         2740         1
10/01/2007   19:00         2850         1
10/01/2007   19:15         2820         1
10/01/2007   19:30         2750         1
10/01/2007   19:45         2790         1
10/01/2007   20:00         2770         1
10/01/2007   20:15         2800         1
10/01/2007   20:30         2800         1
10/01/2007   20:45         2820         1
10/01/2007   21:00         2860         1
10/01/2007   21:15         2960         1
10/01/2007   21:30         3080         1
10/01/2007   21:45         3350         1
10/01/2007   22:00         3440         1
10/01/2007   22:15         3700         1
10/01/2007   22:30         3770         1
10/01/2007   22:45         3840         1
10/01/2007   23:00         3810         1
10/01/2007   23:15         3890         1
10/01/2007   23:30         3930         1
10/01/2007   23:45         3870         1
10/02/2007   00:00         4050         1
10/02/2007   00:15         4030         1
10/02/2007   00:30         3930         1
10/02/2007   00:45         3880         1
10/02/2007   01:00         4140         1
10/02/2007   01:15         4290         1
10/02/2007   01:30         4350         1
10/02/2007   01:45         4420         1
10/02/2007   02:00         4520         1
10/02/2007   02:15         4640         1
10/02/2007   02:30         4920         1
10/02/2007   02:45         5050         1
10/02/2007   03:00         5180         1
10/02/2007   03:15         5330         1
10/02/2007   03:30         5440         1
10/02/2007   03:45         6050         1
10/02/2007   04:00         5690         1
10/02/2007   04:15         5900         1
10/02/2007   04:30         6140         1
10/02/2007   04:45         6520         1
10/02/2007   05:00         6440         1
10/02/2007   05:15         6340         1
10/02/2007   05:30         6190         1
10/02/2007   05:45         6140         1
10/02/2007   06:00         6170         1
10/02/2007   06:15         6170         1
10/02/2007   06:30         5930         1
10/02/2007   06:45         5950         1
10/02/2007   07:00         5930         1
10/02/2007   07:15         5760         1
10/02/2007   07:30         5760         1
10/02/2007   07:45         5690         1
10/02/2007   08:00         5620         1
10/02/2007   08:15         5600         1
10/02/2007   08:30         5510         1
10/02/2007   08:45         5460         1
10/02/2007   09:00         5350         1
10/02/2007   09:15         5310         1
10/02/2007   09:30         5260         1
10/02/2007   09:45         5140         1
10/02/2007   10:00         5160         1
10/02/2007   10:15         5140         1
10/02/2007   10:30         5140         1
10/02/2007   10:45         5160         1
10/02/2007   11:00         5160         1
10/02/2007   11:15         5160         1
10/02/2007   11:30         5350         1
10/02/2007   11:45         5440         1
10/02/2007   12:00         5650         1
10/02/2007   12:15         5690         1
10/02/2007   12:30         6170         1
10/02/2007   12:45         6470         1
10/02/2007   13:00         7040         1
10/02/2007   13:15         7710         1
10/02/2007   13:30         8000         1
10/02/2007   13:45         8450         1
10/02/2007   14:00         8760         1
10/02/2007   14:15         9420         1
10/02/2007   14:30         9750         1
10/02/2007   14:45         9970         1
10/02/2007   15:00        10500         1
10/02/2007   15:15        10400         1
10/02/2007   15:30        10400         1
10/02/2007   15:45        10400         1
10/02/2007   16:00        10100         1
10/02/2007   16:15        10800         1
10/02/2007   16:30        10400         1
10/02/2007   16:45        10500         1
10/02/2007   17:00        10300         1
10/02/2007   17:15        10200         1
10/02/2007   17:30        10100         1
10/02/2007   17:45         9720         1
10/02/2007   18:00         9570         1
10/02/2007   18:15         9250         1
10/02/2007   18:30         9250         1
10/02/2007   18:45         9100         1
10/02/2007   19:00         8930         1
10/02/2007   19:15         8850         1
10/02/2007   19:30         8710         1
10/02/2007   19:45         8430         1
10/02/2007   20:00         8210         1
10/02/2007   20:15         8240         1
10/02/2007   20:30         8050         1
10/02/2007   20:45         7970         1
10/02/2007   21:00         7870         1
10/02/2007   21:15         7710         1
10/02/2007   21:30         7820         1
10/02/2007   21:45         7820         1
10/02/2007   22:00         7790         1
10/02/2007   22:15         7840         1
10/02/2007   22:30         7660         1
10/02/2007   22:45         7740         1
10/02/2007   23:00         7710         1
10/02/2007   23:15         7590         1
10/02/2007   23:30         7740         1
10/02/2007   23:45         7660         1
10/03/2007   00:00         7820         1
10/03/2007   00:15         7640         1
10/03/2007   00:30         7770         1
10/03/2007   00:45         7660         1
10/03/2007   01:00         7610         1
10/03/2007   01:15         7510         1
10/03/2007   01:30         7490         1
10/03/2007   01:45         7440         1
10/03/2007   02:00         7490         1
10/03/2007   02:15         7190         1
10/03/2007   02:30         7070         1
10/03/2007   02:45         6970         1
10/03/2007   03:00         6970         1
10/03/2007   03:15         6880         1
10/03/2007   03:30         6830         1
10/03/2007   03:45         6700         1
10/03/2007   04:00         6450         1
10/03/2007   04:15         6370         1
10/03/2007   04:30         6270         1
10/03/2007   04:45         6250         1
10/03/2007   05:00         6070         1
10/03/2007   05:15         6030         1
10/03/2007   05:30         5810         1
10/03/2007   05:45         5760         1
10/03/2007   06:00         5650         1
10/03/2007   06:15         5600         1
10/03/2007   06:30         5400         1
10/03/2007   06:45         5440         1
10/03/2007   07:00         5290         1
10/03/2007   07:15         5250         1
10/03/2007   07:30         5030         1
10/03/2007   07:45         5030         1
10/03/2007   08:00         4910         1
10/03/2007   08:15         4890         1
10/03/2007   08:30         4780         1
10/03/2007   08:45         4700         1
10/03/2007   09:00         4600         1
10/03/2007   09:15         4620         1
10/03/2007   09:30         4550         1
10/03/2007   09:45         4430         1
10/03/2007   10:00         4410         1
10/03/2007   10:15         4470         1
10/03/2007   10:30         4330         1
10/03/2007   10:45         4330         1
10/03/2007   11:00         4310         1
10/03/2007   11:15         4280         1
10/03/2007   11:30         4240         1
10/03/2007   11:45         4200         1
10/03/2007   12:00         4150         1
10/03/2007   12:15         4180         1
10/03/2007   12:30         4020         1
10/03/2007   12:45         4060         1
10/03/2007   13:00         4040         1
10/03/2007   13:15         3950         1
10/03/2007   13:30         3990         1
10/03/2007   13:45         3880         1
10/03/2007   14:00         3930         1
10/03/2007   14:15         3810         1
10/03/2007   14:30         3880         1
10/03/2007   14:45         3790         1
10/03/2007   15:00         3780         1
10/03/2007   15:15         3740         1
10/03/2007   15:30         3740         1
10/03/2007   15:45         3710         1
10/03/2007   16:00         3660         1
10/03/2007   16:15         3610         1
10/03/2007   16:30         3640         1
10/03/2007   16:45         3630         1
10/03/2007   17:00         3590         1
10/03/2007   17:15         3580         1
10/03/2007   17:30         3540         1
10/03/2007   17:45         3500         1
10/03/2007   18:00         3510         1
10/03/2007   18:15         3510         1
10/03/2007   18:30         3510         1
10/03/2007   18:45         3430         1
10/03/2007   19:00         3410         1
10/03/2007   19:15         3430         1
10/03/2007   19:30         3410         1
10/03/2007   19:45         3380         1
10/03/2007   20:00         3380         1
10/03/2007   20:15         3340         1
10/03/2007   20:30         3360         1
10/03/2007   20:45         3320         1
10/03/2007   21:00         3320         1
10/03/2007   21:15         3290         1
10/03/2007   21:30         3270         1
10/03/2007   21:45         3250         1
10/03/2007   22:00         3200         1
10/03/2007   22:15         3200         1
10/03/2007   22:30         3180         1
10/03/2007   22:45         3170         1
10/03/2007   23:00         3070         1
10/03/2007   23:15         3120         1
10/03/2007   23:30         3070         1
10/03/2007   23:45         3030         1
10/04/2007   00:00         3020         1
10/04/2007   00:15         3000         1
10/04/2007   00:30         2950         1
10/04/2007   00:45         2930         1
10/04/2007   01:00         2920         1
10/04/2007   01:15         2900         1
10/04/2007   01:30         2890         1
10/04/2007   01:45         2850         1
10/04/2007   02:00         2890         1
10/04/2007   02:15         2850         1
10/04/2007   02:30         2840         1
10/04/2007   02:45         2810         1
10/04/2007   03:00         2810         1
10/04/2007   03:15         2840         1
10/04/2007   03:30         2810         1
10/04/2007   03:45         2780         1
10/04/2007   04:00         2780         1
10/04/2007   04:15         2790         1
10/04/2007   04:30         2760         1
10/04/2007   04:45         2720         1
10/04/2007   05:00         2730         1
10/04/2007   05:15         2730         1
10/04/2007   05:30         2720         1
10/04/2007   05:45         2700         1
10/04/2007   06:00         2670         1
10/04/2007   06:15         2660         1
10/04/2007   06:30         2670         1
10/04/2007   06:45         2660         1
10/04/2007   07:00         2660         1
10/04/2007   07:15         2660         1
10/04/2007   07:30         2630         1
10/04/2007   07:45         2580         1
10/04/2007   08:00         2580         1
10/04/2007   08:15         2580         1
10/04/2007   08:30         2540         1
10/04/2007   08:45         2540         1
10/04/2007   09:00         2550         1
10/04/2007   09:15         2500         1
10/04/2007   09:30         2500         1
10/04/2007   09:45         2470         1
10/04/2007   10:00         2470         1
10/04/2007   10:15         2470         1
10/04/2007   10:30         2450         1
10/04/2007   10:45         2410         1
10/04/2007   11:00         2440         1
10/04/2007   11:15         2400         1
10/04/2007   11:30         2380         1
10/04/2007   11:45         2380         1
10/04/2007   12:00         2370         1
10/04/2007   12:15         2330         1
10/04/2007   12:30         2330         1
10/04/2007   12:45         2290         1
10/04/2007   13:00         2300         1
10/04/2007   13:15         2280         1
10/04/2007   13:30         2250         1
10/04/2007   13:45         2280         1
10/04/2007   14:00         2250         1
10/04/2007   14:15         2250         1
