To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

05A105--S.F. Stillaguamish R. @ Jordan Rd. Bridge

DATE         TIME    FLOW (cfs)   QUALITY
----------   -----   ----------   -------
10/01/2010   00:00         1180        77
10/01/2010   00:15         1170        77
10/01/2010   00:30         1170        77
10/01/2010   00:45         1180        77
10/01/2010   01:00         1170        77
10/01/2010   01:15         1170        77
10/01/2010   01:30         1160        77
10/01/2010   01:45         1170        77
10/01/2010   02:00         1160        77
10/01/2010   02:15         1170        77
10/01/2010   02:30         1160        77
10/01/2010   02:45         1160        77
10/01/2010   03:00         1160        77
10/01/2010   03:15         1130        77
10/01/2010   03:30         1160        77
10/01/2010   03:45         1140        77
10/01/2010   04:00         1150        77
10/01/2010   04:15         1110        77
10/01/2010   04:30         1130        77
10/01/2010   04:45         1140        77
10/01/2010   05:00         1140        77
10/01/2010   05:15         1130        77
10/01/2010   05:30         1090        77
10/01/2010   05:45         1110        77
10/01/2010   06:00         1100        77
10/01/2010   06:15         1100        77
10/01/2010   06:30         1100        77
10/01/2010   06:45         1110        77
10/01/2010   07:00         1130        77
10/01/2010   07:15         1100        77
10/01/2010   07:30         1100        77
10/01/2010   07:45         1100        77
10/01/2010   08:00         1100        77
10/01/2010   08:15         1100        77
10/01/2010   08:30         1100        77
10/01/2010   08:45         1090        77
10/01/2010   09:00         1100        77
10/01/2010   09:15         1090        77
10/01/2010   09:30         1070        77
10/01/2010   09:45         1070        77
10/01/2010   10:00         1090        77
10/01/2010   10:15         1090        77
10/01/2010   10:30         1070        77
10/01/2010   10:45         1050        77
10/01/2010   11:00         1060        77
10/01/2010   11:15         1070        77
10/01/2010   11:30         1060        77
10/01/2010   11:45         1060        77
10/01/2010   12:00         1050        77
10/01/2010   12:15         1080        77
10/01/2010   12:30         1060        77
10/01/2010   12:45         1030        77
10/01/2010   13:00         1060        77
10/01/2010   13:15         1030        77
10/01/2010   13:30         1050        77
