To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

05A105--S.F. Stillaguamish R. @ Jordan Rd. Bridge

DATE         TIME    FLOW (cfs)   QUALITY
----------   -----   ----------   -------
10/01/2005   00:00         1320         1
10/01/2005   00:15         1300         1
10/01/2005   00:30         1270         1
10/01/2005   00:45         1260         1
10/01/2005   01:00         1250         1
10/01/2005   01:15         1230         1
10/01/2005   01:30         1220         1
10/01/2005   01:45         1200         1
10/01/2005   02:00         1200         1
10/01/2005   02:15         1170         1
10/01/2005   02:30         1150         1
10/01/2005   02:45         1140         1
10/01/2005   03:00         1130         1
10/01/2005   03:15         1120         1
10/01/2005   03:30         1110         1
10/01/2005   03:45         1110         1
10/01/2005   04:00         1090         1
10/01/2005   04:15         1080         1
10/01/2005   04:30         1070         1
10/01/2005   04:45         1060         1
10/01/2005   05:00         1050         1
10/01/2005   05:15         1030         1
10/01/2005   05:30         1030         1
10/01/2005   05:45         1010         1
10/01/2005   06:00         1010         1
10/01/2005   06:15          991         1
10/01/2005   06:30          991         1
10/01/2005   06:45          974         1
10/01/2005   07:00          974         1
10/01/2005   07:15          956         1
10/01/2005   07:30          939         1
10/01/2005   07:45          947         1
10/01/2005   08:00          939         1
10/01/2005   08:15          930         1
10/01/2005   08:30          921         1
10/01/2005   08:45          930         1
10/01/2005   09:00          921         1
10/01/2005   09:15          905         1
10/01/2005   09:30          896         1
10/01/2005   09:45          896         1
10/01/2005   10:00          880         1
10/01/2005   10:15          880         1
10/01/2005   10:30          880         1
10/01/2005   10:45          856         1
10/01/2005   11:00          848         1
10/01/2005   11:15          840         1
10/01/2005   11:30          832         1
10/01/2005   11:45          840         1
10/01/2005   12:00          832         1
10/01/2005   12:15          832         1
10/01/2005   12:30          840         1
10/01/2005   12:45          832         1
10/01/2005   13:00          840         1
10/01/2005   13:15          832         1
10/01/2005   13:30          832         1
10/01/2005   13:45          840         1
10/01/2005   14:00          840         1
10/01/2005   14:15          848         1
10/01/2005   14:30          848         1
10/01/2005   14:45          848         1
10/01/2005   15:00          855         1
10/01/2005   15:15          863         1
10/01/2005   15:30          863         1
10/01/2005   15:45          855         1
10/01/2005   16:00          871         1
10/01/2005   16:15          871         1
10/01/2005   16:30          863         1
10/01/2005   16:45          863         1
10/01/2005   17:00          871         1
10/01/2005   17:15          871         1
10/01/2005   17:30          855         1
10/01/2005   17:45          863         1
10/01/2005   18:00          863         1
10/01/2005   18:15          855         1
10/01/2005   18:30          855         1
10/01/2005   18:45          863         1
10/01/2005   19:00          863         1
10/01/2005   19:15          871         1
10/01/2005   19:30          871         1
10/01/2005   19:45          863         1
10/01/2005   20:00          863         1
10/01/2005   20:15          863         1
10/01/2005   20:30          871         1
10/01/2005   20:45          871         1
10/01/2005   21:00          879         1
10/01/2005   21:15          871         1
10/01/2005   21:30          879         1
10/01/2005   21:45          871         1
10/01/2005   22:00          879         1
10/01/2005   22:15          879         1
10/01/2005   22:30          887         1
10/01/2005   22:45          895         1
10/01/2005   23:00          887         1
10/01/2005   23:15          903         1
10/01/2005   23:30          920         1
10/01/2005   23:45          937         1
10/02/2005   00:00          963         1
10/02/2005   00:15          981         1
10/02/2005   00:30         1010         1
10/02/2005   00:45         1020         1
10/02/2005   01:00         1020         1
10/02/2005   01:15         1020         1
10/02/2005   01:30         1020         1
10/02/2005   01:45         1020         1
10/02/2005   02:00         1030         1
10/02/2005   02:15         1040         1
10/02/2005   02:30         1060         1
10/02/2005   02:45         1060         1
10/02/2005   03:00         1080         1
10/02/2005   03:15         1080         1
10/02/2005   03:30         1100         1
10/02/2005   03:45         1100         1
10/02/2005   04:00         1110         1
10/02/2005   04:15         1120         1
10/02/2005   04:30         1120         1
10/02/2005   04:45         1140         1
10/02/2005   05:00         1150         1
10/02/2005   05:15         1150         1
10/02/2005   05:30         1150         1
10/02/2005   05:45         1150         1
10/02/2005   06:00         1150         1
10/02/2005   06:15         1160         1
10/02/2005   06:30         1160         1
10/02/2005   06:45         1150         1
10/02/2005   07:00         1160         1
10/02/2005   07:15         1160         1
10/02/2005   07:30         1160         1
10/02/2005   07:45         1170         1
10/02/2005   08:00         1150         1
10/02/2005   08:15         1160         1
10/02/2005   08:30         1170         1
10/02/2005   08:45         1150         1
10/02/2005   09:00         1150         1
10/02/2005   09:15         1140         1
10/02/2005   09:30         1140         1
10/02/2005   09:45         1140         1
10/02/2005   10:00         1130         1
10/02/2005   10:15         1140         1
10/02/2005   10:30         1120         1
