To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

05A105--S.F. Stillaguamish R. @ Jordan Rd. Bridge

DATE         TIME    FLOW (cfs)   QUALITY
----------   -----   ----------   -------
10/01/2008   00:00          262         1
10/01/2008   00:15          271         1
10/01/2008   00:30          266         1
10/01/2008   00:45          266         1
10/01/2008   01:00          266         1
10/01/2008   01:15          271         1
10/01/2008   01:30          271         1
10/01/2008   01:45          271         1
10/01/2008   02:00          267         1
10/01/2008   02:15          267         1
10/01/2008   02:30          267         1
10/01/2008   02:45          271         1
10/01/2008   03:00          262         1
10/01/2008   03:15          262         1
10/01/2008   03:30          267         1
10/01/2008   03:45          262         1
10/01/2008   04:00          267         1
10/01/2008   04:15          267         1
10/01/2008   04:30          267         1
10/01/2008   04:45          262         1
10/01/2008   05:00          262         1
10/01/2008   05:15          262         1
10/01/2008   05:30          262         1
10/01/2008   05:45          267         1
10/01/2008   06:00          258         1
10/01/2008   06:15          262         1
10/01/2008   06:30          267         1
10/01/2008   06:45          267         1
10/01/2008   07:00          262         1
10/01/2008   07:15          267         1
10/01/2008   07:30          262         1
10/01/2008   07:45          258         1
10/01/2008   08:00          262         1
10/01/2008   08:15          262         1
10/01/2008   08:30          262         1
10/01/2008   08:45          258         1
10/01/2008   09:00          262         1
10/01/2008   09:15          267         1
10/01/2008   09:30          267         1
10/01/2008   09:45          262         1
10/01/2008   10:00          262         1
10/01/2008   10:15          267         1
10/01/2008   10:30          262         1
10/01/2008   10:45          258         1
10/01/2008   11:00          258         1
10/01/2008   11:15          254         1
10/01/2008   11:30          258         1
10/01/2008   11:45          267         1
10/01/2008   12:00          258         1
10/01/2008   12:15          258         1
10/01/2008   12:30          254         1
10/01/2008   12:45          254         1
10/01/2008   13:00          267         1
10/01/2008   13:15          267         1
10/01/2008   13:30          262         1
10/01/2008   13:45          267         1
10/01/2008   14:00          254         1
10/01/2008   14:15          254         1
10/01/2008   14:30          262         1
10/01/2008   14:45          262         1
10/01/2008   15:00          258         1
10/01/2008   15:15          254         1
10/01/2008   15:30          254         1
10/01/2008   15:45          258         1
10/01/2008   16:00          258         1
10/01/2008   16:15          254         1
10/01/2008   16:30          258         1
10/01/2008   16:45          262         1
10/01/2008   17:00          267         1
10/01/2008   17:15          258         1
10/01/2008   17:30          267         1
10/01/2008   17:45          258         1
10/01/2008   18:00          254         1
10/01/2008   18:15          262         1
10/01/2008   18:30          262         1
10/01/2008   18:45          254         1
10/01/2008   19:00          262         1
10/01/2008   19:15          262         1
10/01/2008   19:30          254         1
10/01/2008   19:45          258         1
10/01/2008   20:00          258         1
10/01/2008   20:15          258         1
10/01/2008   20:30          267         1
10/01/2008   20:45          258         1
10/01/2008   21:00          254         1
10/01/2008   21:15          262         1
10/01/2008   21:30          254         1
10/01/2008   21:45          258         1
10/01/2008   22:00          254         1
10/01/2008   22:15          262         1
10/01/2008   22:30          250         1
10/01/2008   22:45          250         1
10/01/2008   23:00          258         1
10/01/2008   23:15          262         1
10/01/2008   23:30          258         1
10/01/2008   23:45          258         1
10/02/2008   00:00          254         1
10/02/2008   00:15          254         1
10/02/2008   00:30          254         1
10/02/2008   00:45          258         1
10/02/2008   01:00          258         1
10/02/2008   01:15          258         1
10/02/2008   01:30          254         1
10/02/2008   01:45          263         1
10/02/2008   02:00          258         1
10/02/2008   02:15          254         1
10/02/2008   02:30          254         1
10/02/2008   02:45          254         1
10/02/2008   03:00          254         1
10/02/2008   03:15          258         1
10/02/2008   03:30          258         1
10/02/2008   03:45          254         1
10/02/2008   04:00          245         1
10/02/2008   04:15          254         1
10/02/2008   04:30          258         1
10/02/2008   04:45          254         1
10/02/2008   05:00          250         1
10/02/2008   05:15          254         1
10/02/2008   05:30          258         1
10/02/2008   05:45          258         1
10/02/2008   06:00          254         1
10/02/2008   06:15          258         1
10/02/2008   06:30          254         1
10/02/2008   06:45          250         1
10/02/2008   07:00          258         1
10/02/2008   07:15          254         1
10/02/2008   07:30          254         1
10/02/2008   07:45          258         1
10/02/2008   08:00          250         1
10/02/2008   08:15          254         1
10/02/2008   08:30          254         1
10/02/2008   08:45          250         1
10/02/2008   09:00          254         1
10/02/2008   09:15          258         1
10/02/2008   09:30          258         1
10/02/2008   09:45          258         1
10/02/2008   10:00          254         1
10/02/2008   10:15          254         1
10/02/2008   10:30          258         1
10/02/2008   10:45          254         1
10/02/2008   11:00          258         1
10/02/2008   11:15          258         1
10/02/2008   11:30          254         1
10/02/2008   11:45          258         1
10/02/2008   12:00          250         1
10/02/2008   12:15          258         1
10/02/2008   12:30          254         1
10/02/2008   12:45          258         1
10/02/2008   13:00          258         1
10/02/2008   13:15          258         1
10/02/2008   13:30          250         1
10/02/2008   13:45          254         1
10/02/2008   14:00          258         1
10/02/2008   14:15          258         1
10/02/2008   14:30          258         1
10/02/2008   14:45          258         1
10/02/2008   15:00          258         1
10/02/2008   15:15          258         1
10/02/2008   15:30          254         1
10/02/2008   15:45          254         1
10/02/2008   16:00          254         1
10/02/2008   16:15          254         1
10/02/2008   16:30          250         1
10/02/2008   16:45          250         1
10/02/2008   17:00          250         1
10/02/2008   17:15          258         1
10/02/2008   17:30          258         1
10/02/2008   17:45          254         1
10/02/2008   18:00          254         1
10/02/2008   18:15          254         1
10/02/2008   18:30          258         1
10/02/2008   18:45          254         1
10/02/2008   19:00          258         1
10/02/2008   19:15          258         1
10/02/2008   19:30          254         1
10/02/2008   19:45          254         1
10/02/2008   20:00          250         1
10/02/2008   20:15          254         1
10/02/2008   20:30          258         1
10/02/2008   20:45          254         1
10/02/2008   21:00          258         1
10/02/2008   21:15          258         1
10/02/2008   21:30          259         1
10/02/2008   21:45          254         1
10/02/2008   22:00          259         1
10/02/2008   22:15          263         1
10/02/2008   22:30          254         1
10/02/2008   22:45          254         1
10/02/2008   23:00          254         1
10/02/2008   23:15          254         1
10/02/2008   23:30          254         1
10/02/2008   23:45          259         1
10/03/2008   00:00          263         1
10/03/2008   00:15          254         1
10/03/2008   00:30          263         1
10/03/2008   00:45          259         1
10/03/2008   01:00          267         1
10/03/2008   01:15          259         1
10/03/2008   01:30          263         1
10/03/2008   01:45          267         1
10/03/2008   02:00          272         1
10/03/2008   02:15          272         1
10/03/2008   02:30          286         1
10/03/2008   02:45          281         1
10/03/2008   03:00          286         1
10/03/2008   03:15          281         1
10/03/2008   03:30          290         1
