To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

05A070--Stillaguamish R. nr Silvana

DATE         TIME    FLOW (cfs)   QUALITY
----------   -----   ----------   -------
10/01/2011   00:00         2710        90
10/01/2011   00:15         2710        90
10/01/2011   00:30         2710        90
10/01/2011   00:45         2690        90
10/01/2011   01:00         2670        90
10/01/2011   01:15         2650        90
10/01/2011   01:30         2670        90
10/01/2011   01:45         2650        90
10/01/2011   02:00         2650        90
10/01/2011   02:15         2650        90
10/01/2011   02:30         2610        90
10/01/2011   02:45         2610        90
10/01/2011   03:00         2610        90
10/01/2011   03:15         2610        90
10/01/2011   03:30         2580        90
10/01/2011   03:45         2560        90
10/01/2011   04:00         2560        90
10/01/2011   04:15         2560        90
10/01/2011   04:30         2560        90
10/01/2011   04:45         2540        90
10/01/2011   05:00         2540        90
10/01/2011   05:15         2520        90
10/01/2011   05:30         2520        90
10/01/2011   05:45         2520        90
10/01/2011   06:00         2500        90
10/01/2011   06:15         2500        90
10/01/2011   06:30         2500        90
10/01/2011   06:45         2500        90
10/01/2011   07:00         2480        90
10/01/2011   07:15         2480        90
10/01/2011   07:30         2460        90
10/01/2011   07:45         2440        90
10/01/2011   08:00         2440        90
10/01/2011   08:15         2440        90
10/01/2011   08:30         2420        90
10/01/2011   08:45         2400        90
10/01/2011   09:00         2400        90
10/01/2011   09:15         2400        90
10/01/2011   09:30         2380        90
10/01/2011   09:45         2380        90
10/01/2011   10:00         2360        90
10/01/2011   10:15         2340        90
10/01/2011   10:30         2360        90
10/01/2011   10:45         2360        90
10/01/2011   11:00         2340        90
10/01/2011   11:15         2340        90
10/01/2011   11:30         2340        90
10/01/2011   11:45         2360        90
10/01/2011   12:00         2360        90
10/01/2011   12:15         2340        90
10/01/2011   12:30         2360        90
10/01/2011   12:45         2360        90
10/01/2011   13:00         2360        90
10/01/2011   13:15         2340        90
10/01/2011   13:30         2320        90
10/01/2011   13:45         2300        90
10/01/2011   14:00         2300        90
10/01/2011   14:15         2300        90
10/01/2011   14:30         2300        90
10/01/2011   14:45         2280        90
10/01/2011   15:00         2280        90
10/01/2011   15:15         2280        90
10/01/2011   15:30         2280        90
10/01/2011   15:45         2280        90
10/01/2011   16:00         2300        90
10/01/2011   16:15         2300        90
10/01/2011   16:30         2300        90
10/01/2011   16:45         2300        90
10/01/2011   17:00         2280        90
10/01/2011   17:15         2280        90
10/01/2011   17:30         2270        90
10/01/2011   17:45         2280        90
10/01/2011   18:00         2280        90
10/01/2011   18:15         2270        90
10/01/2011   18:30         2270        90
10/01/2011   18:45         2250        90
10/01/2011   19:00         2250        90
10/01/2011   19:15         2250        90
10/01/2011   19:30         2230        90
10/01/2011   19:45         2230        90
10/01/2011   20:00         2230        90
10/01/2011   20:15         2230        90
10/01/2011   20:30         2230        90
10/01/2011   20:45         2230        90
10/01/2011   21:00         2250        90
10/01/2011   21:15         2230        90
10/01/2011   21:30         2230        90
10/01/2011   21:45         2230        90
10/01/2011   22:00         2230        90
10/01/2011   22:15         2230        90
10/01/2011   22:30         2230        90
10/01/2011   22:45         2230        90
10/01/2011   23:00         2230        90
10/01/2011   23:15         2230        90
10/01/2011   23:30         2210        90
10/01/2011   23:45         2210        90
10/02/2011   00:00         2210        90
10/02/2011   00:15         2190        90
10/02/2011   00:30         2190        90
10/02/2011   00:45         2190        90
10/02/2011   01:00         2190        90
10/02/2011   01:15         2210        90
10/02/2011   01:30         2190        90
10/02/2011   01:45         2190        90
10/02/2011   02:00         2190        90
10/02/2011   02:15         2180        90
10/02/2011   02:30         2180        90
10/02/2011   02:45         2180        90
10/02/2011   03:00         2160        90
10/02/2011   03:15         2160        90
10/02/2011   03:30         2160        90
10/02/2011   03:45         2160        90
10/02/2011   04:00         2160        90
10/02/2011   04:15         2180        90
10/02/2011   04:30         2160        90
10/02/2011   04:45         2160        90
10/02/2011   05:00         2160        90
10/02/2011   05:15         2160        90
10/02/2011   05:30         2160        90
10/02/2011   05:45         2180        90
10/02/2011   06:00         2160        90
10/02/2011   06:15         2180        90
10/02/2011   06:30         2180        90
10/02/2011   06:45         2180        90
10/02/2011   07:00         2190        90
10/02/2011   07:15         2190        90
10/02/2011   07:30         2190        90
10/02/2011   07:45         2210        90
10/02/2011   08:00         2230        90
10/02/2011   08:15         2230        90
10/02/2011   08:30         2230        90
10/02/2011   08:45         2230        90
10/02/2011   09:00         2230        90
10/02/2011   09:15         2230        90
10/02/2011   09:30         2250        90
10/02/2011   09:45         2210        90
10/02/2011   10:00         2210        90
10/02/2011   10:15         2210        90
10/02/2011   10:30         2230        90
10/02/2011   10:45         2230        90
10/02/2011   11:00         2230        90
10/02/2011   11:15         2230        90
10/02/2011   11:30         2230        90
10/02/2011   11:45         2250        90
10/02/2011   12:00         2250        90
10/02/2011   12:15         2250        90
10/02/2011   12:30         2270        90
10/02/2011   12:45         2270        90
10/02/2011   13:00         2270        90
10/02/2011   13:15         2270        90
10/02/2011   13:30         2270        90
10/02/2011   13:45         2270        90
10/02/2011   14:00         2270        90
10/02/2011   14:15         2270        90
10/02/2011   14:30         2270        90
10/02/2011   14:45         2270        90
10/02/2011   15:00         2290        90
10/02/2011   15:15         2270        90
10/02/2011   15:30         2270        90
10/02/2011   15:45         2290        90
10/02/2011   16:00         2270        90
10/02/2011   16:15         2270        90
10/02/2011   16:30         2270        90
10/02/2011   16:45         2270        90
10/02/2011   17:00         2270        90
10/02/2011   17:15         2270        90
10/02/2011   17:30         2270        90
10/02/2011   17:45         2270        90
10/02/2011   18:00         2270        90
10/02/2011   18:15         2270        90
10/02/2011   18:30         2290        90
10/02/2011   18:45         2290        90
10/02/2011   19:00         2290        90
10/02/2011   19:15         2270        90
10/02/2011   19:30         2270        90
10/02/2011   19:45         2250        90
10/02/2011   20:00         2270        90
10/02/2011   20:15         2250        90
10/02/2011   20:30         2250        90
10/02/2011   20:45         2250        90
10/02/2011   21:00         2250        90
10/02/2011   21:15         2250        90
10/02/2011   21:30         2250        90
10/02/2011   21:45         2250        90
10/02/2011   22:00         2250        90
10/02/2011   22:15         2250        90
10/02/2011   22:30         2250        90
10/02/2011   22:45         2250        90
10/02/2011   23:00         2230        90
10/02/2011   23:15         2250        90
10/02/2011   23:30         2230        90
10/02/2011   23:45         2230        90
10/03/2011   00:00         2230        90
10/03/2011   00:15         2220        90
10/03/2011   00:30         2220        90
10/03/2011   00:45         2220        90
10/03/2011   01:00         2230        90
10/03/2011   01:15         2220        90
10/03/2011   01:30         2220        90
10/03/2011   01:45         2220        90
10/03/2011   02:00         2220        90
10/03/2011   02:15         2220        90
10/03/2011   02:30         2220        90
10/03/2011   02:45         2220        90
10/03/2011   03:00         2220        90
10/03/2011   03:15         2220        90
10/03/2011   03:30         2220        90
10/03/2011   03:45         2220        90
10/03/2011   04:00         2220        90
10/03/2011   04:15         2200        90
10/03/2011   04:30         2220        90
10/03/2011   04:45         2200        90
10/03/2011   05:00         2200        90
10/03/2011   05:15         2180        90
10/03/2011   05:30         2180        90
10/03/2011   05:45         2180        90
10/03/2011   06:00         2180        90
10/03/2011   06:15         2180        90
10/03/2011   06:30         2180        90
10/03/2011   06:45         2180        90
10/03/2011   07:00         2180        90
10/03/2011   07:15         2180        90
10/03/2011   07:30         2160        90
10/03/2011   07:45         2160        90
10/03/2011   08:00         2140        90
10/03/2011   08:15         2140        90
10/03/2011   08:30         2140        90
10/03/2011   08:45         2140        90
10/03/2011   09:00         2140        90
10/03/2011   09:15         2140        90
10/03/2011   09:30         2140        90
10/03/2011   09:45         2150        90
10/03/2011   10:00         2130        90
10/03/2011   10:15         2130        90
10/03/2011   10:30         2150        90
10/03/2011   10:45         2150        90
10/03/2011   11:00         2130        90
10/03/2011   11:15         2130        90
10/03/2011   11:30         2150        90
10/03/2011   11:45         2150        90
10/03/2011   12:00         2130        90
10/03/2011   12:15         2130        90
10/03/2011   12:30         2130        90
10/03/2011   12:45         2150        90
10/03/2011   13:00         2130        90
10/03/2011   13:15         2150        90
10/03/2011   13:30         2150        90
10/03/2011   13:45         2150        90
10/03/2011   14:00         2150        90
10/03/2011   14:15         2150        90
10/03/2011   14:30         2150        90
10/03/2011   14:45         2160        90
10/03/2011   15:00         2160        90
10/03/2011   15:15         2160        90
10/03/2011   15:30         2180        90
10/03/2011   15:45         2180        90
10/03/2011   16:00         2180        90
10/03/2011   16:15         2180        90
10/03/2011   16:30         2180        90
10/03/2011   16:45         2200        90
10/03/2011   17:00         2200        90
10/03/2011   17:15         2200        90
10/03/2011   17:30         2220        90
10/03/2011   17:45         2220        90
10/03/2011   18:00         2220        90
10/03/2011   18:15         2220        90
10/03/2011   18:30         2220        90
10/03/2011   18:45         2240        90
10/03/2011   19:00         2240        90
10/03/2011   19:15         2260        90
10/03/2011   19:30         2260        90
10/03/2011   19:45         2260        90
10/03/2011   20:00         2270        90
10/03/2011   20:15         2270        90
10/03/2011   20:30         2290        90
10/03/2011   20:45         2290        90
10/03/2011   21:00         2290        90
10/03/2011   21:15         2310        90
10/03/2011   21:30         2310        90
10/03/2011   21:45         2330        90
10/03/2011   22:00         2330        90
10/03/2011   22:15         2350        90
10/03/2011   22:30         2370        90
10/03/2011   22:45         2390        90
10/03/2011   23:00         2410        90
10/03/2011   23:15         2410        90
10/03/2011   23:30         2450        90
10/03/2011   23:45         2450        90
10/04/2011   00:00         2510        90
10/04/2011   00:15         2530        90
10/04/2011   00:30         2550        90
10/04/2011   00:45         2600        90
10/04/2011   01:00         2620        90
10/04/2011   01:15         2660        90
10/04/2011   01:30         2680        90
10/04/2011   01:45         2720        90
10/04/2011   02:00         2740        90
10/04/2011   02:15         2760        90
10/04/2011   02:30         2800        90
10/04/2011   02:45         2830        90
10/04/2011   03:00         2890        90
10/04/2011   03:15         2940        90
10/04/2011   03:30         2980        90
10/04/2011   03:45         3000        90
10/04/2011   04:00         3050        90
10/04/2011   04:15         3100        90
10/04/2011   04:30         3120        90
10/04/2011   04:45         3140        90
10/04/2011   05:00         3190        90
10/04/2011   05:15         3220        90
10/04/2011   05:30         3240        90
10/04/2011   05:45         3270        90
10/04/2011   06:00         3290        90
10/04/2011   06:15         3320        90
10/04/2011   06:30         3340        90
10/04/2011   06:45         3360        90
10/04/2011   07:00         3360        90
10/04/2011   07:15         3360        90
10/04/2011   07:30         3360        90
10/04/2011   07:45         3380        90
10/04/2011   08:00         3390        90
