12121600, ISSAQUAH CREEK NEAR MOUTH NEAR ISSAQUAH, WA
Station   Date        Discharge, cubic feet per second
12121600, 10/01/1963, 30,  
12121600, 10/02/1963, 29,  
12121600, 10/03/1963, 30,  
12121600, 10/04/1963, 33,  
12121600, 10/05/1963, 30,  
12121600, 10/06/1963, 32,  
12121600, 10/07/1963, 32,  
12121600, 10/08/1963, 31,  
12121600, 10/09/1963, 29,  
12121600, 10/10/1963, 30,  
12121600, 10/11/1963, 30,  
12121600, 10/12/1963, 28,  
12121600, 10/13/1963, 38,  
12121600, 10/14/1963, 38,  
12121600, 10/15/1963, 33,  
12121600, 10/16/1963, 31,  
12121600, 10/17/1963, 30,  
12121600, 10/18/1963, 34,  
12121600, 10/19/1963, 31,  
12121600, 10/20/1963, 40,  
12121600, 10/21/1963, 60,  
12121600, 10/22/1963, 167,  
12121600, 10/23/1963, 89,  
12121600, 10/24/1963, 77,  
12121600, 10/25/1963, 87,  
12121600, 10/26/1963, 72,  
12121600, 10/27/1963, 63,  
12121600, 10/28/1963, 104,  
12121600, 10/29/1963, 93,  
12121600, 10/30/1963, 77,  
12121600, 10/31/1963, 66,  
12121600, 11/01/1963, 66,  
12121600, 11/02/1963, 87,  
12121600, 11/03/1963, 73,  
12121600, 11/04/1963, 86,  
12121600, 11/05/1963, 89,  
12121600, 11/06/1963, 113,  
12121600, 11/07/1963, 157,  
12121600, 11/08/1963, 189,  
12121600, 11/09/1963, 148,  
12121600, 11/10/1963, 194,  
12121600, 11/11/1963, 155,  
12121600, 11/12/1963, 153,  
12121600, 11/13/1963, 162,  
12121600, 11/14/1963, 320,  
12121600, 11/15/1963, 253,  
12121600, 11/16/1963, 229,  
12121600, 11/17/1963, 292,  
12121600, 11/18/1963, 235,  
12121600, 11/19/1963, 352,  
12121600, 11/20/1963, 309,  
12121600, 11/21/1963, 241,  
12121600, 11/22/1963, 233,  
12121600, 11/23/1963, 318,  
12121600, 11/24/1963, 301,  
12121600, 11/25/1963, 333,  
12121600, 11/26/1963, 444,  
12121600, 11/27/1963, 539,  
12121600, 11/28/1963, 359,  
12121600, 11/29/1963, 278,  
12121600, 11/30/1963, 223,  
12121600, 12/01/1963, 188,  
12121600, 12/02/1963, 165,  
12121600, 12/03/1963, 147,  
12121600, 12/04/1963, 134,  
12121600, 12/05/1963, 160,  
12121600, 12/06/1963, 305,  
12121600, 12/07/1963, 241,  
12121600, 12/08/1963, 253,  
12121600, 12/09/1963, 235,  
12121600, 12/10/1963, 198,  
12121600, 12/11/1963, 174,  
12121600, 12/12/1963, 157,  
12121600, 12/13/1963, 144,  
12121600, 12/14/1963, 147,  
12121600, 12/15/1963, 208,  
12121600, 12/16/1963, 286,  
12121600, 12/17/1963, 295,  
12121600, 12/18/1963, 259,  
12121600, 12/19/1963, 249,  
12121600, 12/20/1963, 346,  
12121600, 12/21/1963, 286,  
12121600, 12/22/1963, 274,  
12121600, 12/23/1963, 265,  
12121600, 12/24/1963, 231,  
12121600, 12/25/1963, 241,  
